<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180822,231500,106220.000000,106360.000000,106190.000000,106330.000000,668.000000
RIZ8 [SPBFUT],5,20180822,232000,106330.000000,106410.000000,106270.000000,106390.000000,932.000000
RIZ8 [SPBFUT],5,20180822,232500,106380.000000,106400.000000,106300.000000,106330.000000,433.000000
RIZ8 [SPBFUT],5,20180822,233000,106350.000000,106450.000000,106330.000000,106400.000000,655.000000
RIZ8 [SPBFUT],5,20180822,233500,106390.000000,106400.000000,106320.000000,106340.000000,210.000000
RIZ8 [SPBFUT],5,20180822,234000,106330.000000,106370.000000,106240.000000,106250.000000,693.000000
RIZ8 [SPBFUT],5,20180822,234500,106240.000000,106390.000000,106160.000000,106180.000000,1131.000000
RIZ8 [SPBFUT],5,20180823,100000,106160.000000,106460.000000,105550.000000,105780.000000,9405.000000
RIZ8 [SPBFUT],5,20180823,100500,105780.000000,105900.000000,105300.000000,105340.000000,6511.000000
RIZ8 [SPBFUT],5,20180823,101000,105360.000000,105440.000000,105010.000000,105370.000000,11960.000000
RIZ8 [SPBFUT],5,20180823,101500,105370.000000,105460.000000,105160.000000,105240.000000,6469.000000
RIZ8 [SPBFUT],5,20180823,102000,105240.000000,105690.000000,105230.000000,105600.000000,6369.000000
RIZ8 [SPBFUT],5,20180823,102500,105610.000000,105640.000000,105430.000000,105610.000000,4618.000000
RIZ8 [SPBFUT],5,20180823,103000,105610.000000,105660.000000,105460.000000,105510.000000,2640.000000
RIZ8 [SPBFUT],5,20180823,103500,105520.000000,105620.000000,105390.000000,105410.000000,2349.000000
RIZ8 [SPBFUT],5,20180823,104000,105420.000000,105600.000000,105370.000000,105570.000000,1966.000000
RIZ8 [SPBFUT],5,20180823,104500,105550.000000,105860.000000,105400.000000,105780.000000,4831.000000
RIZ8 [SPBFUT],5,20180823,105000,105780.000000,106080.000000,105740.000000,106080.000000,6271.000000
RIZ8 [SPBFUT],5,20180823,105500,106080.000000,106110.000000,105810.000000,105860.000000,3909.000000
RIZ8 [SPBFUT],5,20180823,110000,105870.000000,105900.000000,105640.000000,105700.000000,3786.000000
RIZ8 [SPBFUT],5,20180823,110500,105720.000000,105760.000000,105480.000000,105530.000000,3682.000000
RIZ8 [SPBFUT],5,20180823,111000,105520.000000,105560.000000,105200.000000,105340.000000,6282.000000
RIZ8 [SPBFUT],5,20180823,111500,105340.000000,105450.000000,105260.000000,105390.000000,3559.000000
RIZ8 [SPBFUT],5,20180823,112000,105380.000000,105470.000000,105360.000000,105440.000000,1265.000000
RIZ8 [SPBFUT],5,20180823,112500,105430.000000,105450.000000,105170.000000,105230.000000,2826.000000
RIZ8 [SPBFUT],5,20180823,113000,105210.000000,105370.000000,105190.000000,105290.000000,3764.000000
RIZ8 [SPBFUT],5,20180823,113500,105290.000000,105300.000000,104880.000000,105000.000000,8893.000000
RIZ8 [SPBFUT],5,20180823,114000,105010.000000,105180.000000,104930.000000,105140.000000,4616.000000
RIZ8 [SPBFUT],5,20180823,114500,105120.000000,105220.000000,104970.000000,105040.000000,4910.000000
RIZ8 [SPBFUT],5,20180823,115000,105050.000000,105170.000000,105030.000000,105110.000000,1256.000000
RIZ8 [SPBFUT],5,20180823,115500,105110.000000,105390.000000,105110.000000,105330.000000,3660.000000
RIZ8 [SPBFUT],5,20180823,120000,105340.000000,105530.000000,105250.000000,105290.000000,6790.000000
RIZ8 [SPBFUT],5,20180823,120500,105290.000000,105360.000000,105200.000000,105260.000000,2387.000000
RIZ8 [SPBFUT],5,20180823,121000,105250.000000,105300.000000,105070.000000,105180.000000,2725.000000
RIZ8 [SPBFUT],5,20180823,121500,105180.000000,105250.000000,105130.000000,105160.000000,1518.000000
RIZ8 [SPBFUT],5,20180823,122000,105170.000000,105200.000000,104840.000000,104870.000000,4751.000000
RIZ8 [SPBFUT],5,20180823,122500,104860.000000,105070.000000,104770.000000,105030.000000,5138.000000
RIZ8 [SPBFUT],5,20180823,123000,105020.000000,105200.000000,104960.000000,105150.000000,3817.000000
RIZ8 [SPBFUT],5,20180823,123500,105140.000000,105170.000000,104980.000000,105010.000000,2518.000000
RIZ8 [SPBFUT],5,20180823,124000,105020.000000,105030.000000,104840.000000,104950.000000,3360.000000
RIZ8 [SPBFUT],5,20180823,124500,104940.000000,104990.000000,104670.000000,104810.000000,6338.000000
RIZ8 [SPBFUT],5,20180823,125000,104820.000000,104820.000000,104220.000000,104250.000000,12874.000000
RIZ8 [SPBFUT],5,20180823,125500,104240.000000,104450.000000,104000.000000,104390.000000,11518.000000
RIZ8 [SPBFUT],5,20180823,130000,104370.000000,104530.000000,104300.000000,104500.000000,5203.000000
RIZ8 [SPBFUT],5,20180823,130500,104500.000000,104550.000000,104340.000000,104350.000000,2217.000000
RIZ8 [SPBFUT],5,20180823,131000,104340.000000,104480.000000,104300.000000,104340.000000,2561.000000
RIZ8 [SPBFUT],5,20180823,131500,104330.000000,105150.000000,104330.000000,105050.000000,14613.000000
RIZ8 [SPBFUT],5,20180823,132000,105040.000000,105800.000000,105000.000000,105500.000000,22492.000000
RIZ8 [SPBFUT],5,20180823,132500,105510.000000,105700.000000,105360.000000,105420.000000,7593.000000
RIZ8 [SPBFUT],5,20180823,133000,105420.000000,105500.000000,105170.000000,105320.000000,4955.000000
RIZ8 [SPBFUT],5,20180823,133500,105320.000000,105370.000000,105140.000000,105180.000000,3046.000000
RIZ8 [SPBFUT],5,20180823,134000,105180.000000,105470.000000,105110.000000,105430.000000,3813.000000
RIZ8 [SPBFUT],5,20180823,134500,105440.000000,106000.000000,105370.000000,105940.000000,12712.000000
RIZ8 [SPBFUT],5,20180823,135000,105950.000000,106250.000000,105860.000000,106110.000000,11613.000000
RIZ8 [SPBFUT],5,20180823,135500,106110.000000,106230.000000,105840.000000,105860.000000,10433.000000
RIZ8 [SPBFUT],5,20180823,140500,105880.000000,106090.000000,105850.000000,106050.000000,3860.000000
RIZ8 [SPBFUT],5,20180823,141000,106040.000000,106100.000000,105840.000000,105870.000000,4276.000000
RIZ8 [SPBFUT],5,20180823,141500,105870.000000,105980.000000,105810.000000,105930.000000,3056.000000
RIZ8 [SPBFUT],5,20180823,142000,105930.000000,106060.000000,105900.000000,106000.000000,2239.000000
RIZ8 [SPBFUT],5,20180823,142500,106010.000000,106090.000000,105880.000000,105920.000000,1631.000000
RIZ8 [SPBFUT],5,20180823,143000,105920.000000,106160.000000,105920.000000,106100.000000,1946.000000
RIZ8 [SPBFUT],5,20180823,143500,106100.000000,106560.000000,106070.000000,106350.000000,8423.000000
RIZ8 [SPBFUT],5,20180823,144000,106360.000000,106410.000000,106240.000000,106290.000000,3809.000000
RIZ8 [SPBFUT],5,20180823,144500,106280.000000,106400.000000,106180.000000,106210.000000,2096.000000
RIZ8 [SPBFUT],5,20180823,145000,106210.000000,106210.000000,106020.000000,106040.000000,4006.000000
RIZ8 [SPBFUT],5,20180823,145500,106040.000000,106150.000000,105980.000000,106080.000000,3301.000000
RIZ8 [SPBFUT],5,20180823,150000,106090.000000,106100.000000,105840.000000,105860.000000,3808.000000
RIZ8 [SPBFUT],5,20180823,150500,105860.000000,105880.000000,105460.000000,105610.000000,8429.000000
RIZ8 [SPBFUT],5,20180823,151000,105620.000000,105860.000000,105550.000000,105820.000000,2993.000000
RIZ8 [SPBFUT],5,20180823,151500,105820.000000,105900.000000,105750.000000,105850.000000,2147.000000
RIZ8 [SPBFUT],5,20180823,152000,105860.000000,105970.000000,105800.000000,105910.000000,2527.000000
RIZ8 [SPBFUT],5,20180823,152500,105920.000000,106030.000000,105710.000000,105810.000000,2484.000000
RIZ8 [SPBFUT],5,20180823,153000,105820.000000,105860.000000,105740.000000,105820.000000,1670.000000
RIZ8 [SPBFUT],5,20180823,153500,105820.000000,105950.000000,105760.000000,105890.000000,1628.000000
RIZ8 [SPBFUT],5,20180823,154000,105900.000000,106150.000000,105840.000000,106070.000000,2440.000000
RIZ8 [SPBFUT],5,20180823,154500,106100.000000,106130.000000,105990.000000,106090.000000,1854.000000
RIZ8 [SPBFUT],5,20180823,155000,106090.000000,106150.000000,106030.000000,106050.000000,1782.000000
RIZ8 [SPBFUT],5,20180823,155500,106060.000000,106370.000000,106050.000000,106340.000000,2675.000000
RIZ8 [SPBFUT],5,20180823,160000,106350.000000,106750.000000,106300.000000,106460.000000,10626.000000
RIZ8 [SPBFUT],5,20180823,160500,106470.000000,106470.000000,106200.000000,106260.000000,4615.000000
RIZ8 [SPBFUT],5,20180823,161000,106270.000000,106290.000000,106140.000000,106180.000000,3710.000000
RIZ8 [SPBFUT],5,20180823,161500,106190.000000,106200.000000,106070.000000,106170.000000,2073.000000
RIZ8 [SPBFUT],5,20180823,162000,106160.000000,106260.000000,106130.000000,106210.000000,1729.000000
RIZ8 [SPBFUT],5,20180823,162500,106230.000000,106250.000000,106080.000000,106180.000000,1584.000000
RIZ8 [SPBFUT],5,20180823,163000,106180.000000,106210.000000,105860.000000,105900.000000,4562.000000
RIZ8 [SPBFUT],5,20180823,163500,105890.000000,106000.000000,105770.000000,106000.000000,3937.000000
RIZ8 [SPBFUT],5,20180823,164000,105990.000000,106130.000000,105970.000000,106030.000000,3610.000000
RIZ8 [SPBFUT],5,20180823,164500,106010.000000,106020.000000,105770.000000,105920.000000,2995.000000
RIZ8 [SPBFUT],5,20180823,165000,105920.000000,106190.000000,105870.000000,106010.000000,3431.000000
RIZ8 [SPBFUT],5,20180823,165500,106010.000000,106060.000000,105670.000000,105800.000000,3206.000000
RIZ8 [SPBFUT],5,20180823,170000,105800.000000,105870.000000,105500.000000,105540.000000,5444.000000
RIZ8 [SPBFUT],5,20180823,170500,105540.000000,105550.000000,105190.000000,105190.000000,9581.000000
RIZ8 [SPBFUT],5,20180823,171000,105210.000000,105260.000000,104960.000000,105190.000000,10078.000000
RIZ8 [SPBFUT],5,20180823,171500,105180.000000,105220.000000,104860.000000,105010.000000,6433.000000
RIZ8 [SPBFUT],5,20180823,172000,105000.000000,105190.000000,104900.000000,104930.000000,5097.000000
RIZ8 [SPBFUT],5,20180823,172500,104930.000000,105090.000000,104780.000000,104960.000000,8078.000000
RIZ8 [SPBFUT],5,20180823,173000,104970.000000,105170.000000,104890.000000,105040.000000,4673.000000
RIZ8 [SPBFUT],5,20180823,173500,105030.000000,105150.000000,104960.000000,105120.000000,3640.000000
RIZ8 [SPBFUT],5,20180823,174000,105130.000000,105270.000000,104990.000000,104990.000000,6336.000000
RIZ8 [SPBFUT],5,20180823,174500,104990.000000,105130.000000,104850.000000,105060.000000,5217.000000
RIZ8 [SPBFUT],5,20180823,175000,105060.000000,105150.000000,104950.000000,105030.000000,2210.000000
RIZ8 [SPBFUT],5,20180823,175500,105020.000000,105140.000000,104800.000000,104980.000000,6299.000000
RIZ8 [SPBFUT],5,20180823,180000,104990.000000,105080.000000,104810.000000,105010.000000,5428.000000
RIZ8 [SPBFUT],5,20180823,180500,105020.000000,105020.000000,104600.000000,104640.000000,8039.000000
RIZ8 [SPBFUT],5,20180823,181000,104630.000000,104710.000000,104520.000000,104580.000000,7113.000000
RIZ8 [SPBFUT],5,20180823,181500,104590.000000,104760.000000,104380.000000,104420.000000,6114.000000
RIZ8 [SPBFUT],5,20180823,182000,104410.000000,104680.000000,104380.000000,104660.000000,6005.000000
RIZ8 [SPBFUT],5,20180823,182500,104650.000000,104780.000000,104580.000000,104620.000000,4326.000000
RIZ8 [SPBFUT],5,20180823,183000,104610.000000,104630.000000,104320.000000,104350.000000,7118.000000
RIZ8 [SPBFUT],5,20180823,183500,104370.000000,104490.000000,104320.000000,104390.000000,3778.000000
RIZ8 [SPBFUT],5,20180823,184000,104380.000000,104620.000000,104330.000000,104330.000000,4430.000000
RIZ8 [SPBFUT],5,20180823,190500,104310.000000,104500.000000,104160.000000,104180.000000,4876.000000
RIZ8 [SPBFUT],5,20180823,191000,104180.000000,104380.000000,104100.000000,104150.000000,4953.000000
RIZ8 [SPBFUT],5,20180823,191500,104140.000000,104320.000000,104060.000000,104250.000000,4298.000000
RIZ8 [SPBFUT],5,20180823,192000,104270.000000,104550.000000,104250.000000,104510.000000,3678.000000
RIZ8 [SPBFUT],5,20180823,192500,104520.000000,104840.000000,104480.000000,104690.000000,5211.000000
RIZ8 [SPBFUT],5,20180823,193000,104700.000000,104810.000000,104560.000000,104610.000000,2438.000000
RIZ8 [SPBFUT],5,20180823,193500,104610.000000,104790.000000,104560.000000,104770.000000,1359.000000
RIZ8 [SPBFUT],5,20180823,194000,104780.000000,104830.000000,104670.000000,104680.000000,1267.000000
RIZ8 [SPBFUT],5,20180823,194500,104680.000000,104800.000000,104680.000000,104790.000000,704.000000
RIZ8 [SPBFUT],5,20180823,195000,104790.000000,104900.000000,104730.000000,104790.000000,2405.000000
RIZ8 [SPBFUT],5,20180823,195500,104790.000000,104790.000000,104500.000000,104570.000000,2154.000000
RIZ8 [SPBFUT],5,20180823,200000,104570.000000,104580.000000,104400.000000,104400.000000,1479.000000
RIZ8 [SPBFUT],5,20180823,200500,104410.000000,104480.000000,104380.000000,104460.000000,1136.000000
RIZ8 [SPBFUT],5,20180823,201000,104450.000000,104520.000000,104330.000000,104390.000000,1414.000000
RIZ8 [SPBFUT],5,20180823,201500,104370.000000,104600.000000,104320.000000,104540.000000,1601.000000
RIZ8 [SPBFUT],5,20180823,202000,104530.000000,104560.000000,104460.000000,104500.000000,761.000000
RIZ8 [SPBFUT],5,20180823,202500,104510.000000,104650.000000,104510.000000,104630.000000,806.000000
RIZ8 [SPBFUT],5,20180823,203000,104640.000000,104820.000000,104600.000000,104760.000000,2853.000000
RIZ8 [SPBFUT],5,20180823,203500,104740.000000,104920.000000,104720.000000,104890.000000,3688.000000
RIZ8 [SPBFUT],5,20180823,204000,104900.000000,104970.000000,104830.000000,104840.000000,1541.000000
RIZ8 [SPBFUT],5,20180823,204500,104830.000000,104860.000000,104790.000000,104790.000000,1202.000000
RIZ8 [SPBFUT],5,20180823,205000,104800.000000,104830.000000,104750.000000,104750.000000,893.000000
RIZ8 [SPBFUT],5,20180823,205500,104760.000000,104800.000000,104750.000000,104790.000000,853.000000
RIZ8 [SPBFUT],5,20180823,210000,104800.000000,104850.000000,104730.000000,104770.000000,1090.000000
RIZ8 [SPBFUT],5,20180823,210500,104780.000000,104850.000000,104780.000000,104820.000000,412.000000
RIZ8 [SPBFUT],5,20180823,211000,104820.000000,104840.000000,104690.000000,104700.000000,527.000000
RIZ8 [SPBFUT],5,20180823,211500,104690.000000,104730.000000,104630.000000,104660.000000,613.000000
RIZ8 [SPBFUT],5,20180823,212000,104670.000000,104690.000000,104580.000000,104590.000000,571.000000
RIZ8 [SPBFUT],5,20180823,212500,104590.000000,104650.000000,104520.000000,104630.000000,1545.000000
RIZ8 [SPBFUT],5,20180823,213000,104620.000000,104660.000000,104590.000000,104640.000000,711.000000
RIZ8 [SPBFUT],5,20180823,213500,104630.000000,104630.000000,104560.000000,104590.000000,811.000000
RIZ8 [SPBFUT],5,20180823,214000,104580.000000,104700.000000,104480.000000,104680.000000,1408.000000
RIZ8 [SPBFUT],5,20180823,214500,104680.000000,104680.000000,104460.000000,104490.000000,915.000000
RIZ8 [SPBFUT],5,20180823,215000,104480.000000,104540.000000,104430.000000,104510.000000,1067.000000
RIZ8 [SPBFUT],5,20180823,215500,104520.000000,104610.000000,104480.000000,104580.000000,874.000000
RIZ8 [SPBFUT],5,20180823,220000,104580.000000,104730.000000,104560.000000,104620.000000,1134.000000
RIZ8 [SPBFUT],5,20180823,220500,104640.000000,104680.000000,104620.000000,104660.000000,200.000000
RIZ8 [SPBFUT],5,20180823,221000,104670.000000,104770.000000,104670.000000,104750.000000,651.000000
RIZ8 [SPBFUT],5,20180823,221500,104750.000000,104790.000000,104710.000000,104750.000000,512.000000
RIZ8 [SPBFUT],5,20180823,222000,104760.000000,104780.000000,104690.000000,104730.000000,438.000000
RIZ8 [SPBFUT],5,20180823,222500,104720.000000,104730.000000,104690.000000,104720.000000,185.000000
RIZ8 [SPBFUT],5,20180823,223000,104730.000000,104740.000000,104630.000000,104670.000000,419.000000
RIZ8 [SPBFUT],5,20180823,223500,104670.000000,104680.000000,104540.000000,104540.000000,525.000000
RIZ8 [SPBFUT],5,20180823,224000,104550.000000,104590.000000,104520.000000,104570.000000,455.000000
RIZ8 [SPBFUT],5,20180823,224500,104550.000000,104570.000000,104420.000000,104560.000000,1039.000000
RIZ8 [SPBFUT],5,20180823,225000,104540.000000,104630.000000,104540.000000,104540.000000,641.000000
RIZ8 [SPBFUT],5,20180823,225500,104550.000000,104610.000000,104480.000000,104480.000000,978.000000
RIZ8 [SPBFUT],5,20180823,230000,104470.000000,104570.000000,104440.000000,104490.000000,831.000000
RIZ8 [SPBFUT],5,20180823,230500,104490.000000,104540.000000,104410.000000,104530.000000,584.000000
RIZ8 [SPBFUT],5,20180823,231000,104530.000000,104540.000000,104470.000000,104510.000000,484.000000
RIZ8 [SPBFUT],5,20180823,231500,104520.000000,104540.000000,104500.000000,104520.000000,191.000000
RIZ8 [SPBFUT],5,20180823,232000,104520.000000,104540.000000,104490.000000,104500.000000,226.000000
RIZ8 [SPBFUT],5,20180823,232500,104490.000000,104510.000000,104430.000000,104510.000000,404.000000
RIZ8 [SPBFUT],5,20180823,233000,104500.000000,104520.000000,104350.000000,104380.000000,659.000000
RIZ8 [SPBFUT],5,20180823,233500,104380.000000,104390.000000,104210.000000,104240.000000,1679.000000
RIZ8 [SPBFUT],5,20180823,234000,104220.000000,104240.000000,104170.000000,104190.000000,716.000000
RIZ8 [SPBFUT],5,20180823,234500,104180.000000,104290.000000,104170.000000,104250.000000,1121.000000
RIZ8 [SPBFUT],5,20180824,100000,104370.000000,105320.000000,104370.000000,105180.000000,13788.000000
RIZ8 [SPBFUT],5,20180824,100500,105180.000000,105460.000000,105020.000000,105360.000000,8293.000000
RIZ8 [SPBFUT],5,20180824,101000,105370.000000,105490.000000,105330.000000,105340.000000,4701.000000
RIZ8 [SPBFUT],5,20180824,101500,105340.000000,105380.000000,105170.000000,105350.000000,3668.000000
RIZ8 [SPBFUT],5,20180824,102000,105350.000000,105370.000000,105240.000000,105270.000000,1462.000000
RIZ8 [SPBFUT],5,20180824,102500,105270.000000,105460.000000,105220.000000,105420.000000,3296.000000
RIZ8 [SPBFUT],5,20180824,103000,105400.000000,105440.000000,105230.000000,105270.000000,1884.000000
RIZ8 [SPBFUT],5,20180824,103500,105270.000000,105400.000000,105240.000000,105290.000000,1150.000000
RIZ8 [SPBFUT],5,20180824,104000,105290.000000,105380.000000,105170.000000,105260.000000,1974.000000
RIZ8 [SPBFUT],5,20180824,104500,105270.000000,105560.000000,105240.000000,105340.000000,5366.000000
RIZ8 [SPBFUT],5,20180824,105000,105330.000000,105450.000000,105270.000000,105370.000000,1995.000000
RIZ8 [SPBFUT],5,20180824,105500,105380.000000,105450.000000,105240.000000,105270.000000,1859.000000
RIZ8 [SPBFUT],5,20180824,110000,105260.000000,105330.000000,104780.000000,104940.000000,9119.000000
RIZ8 [SPBFUT],5,20180824,110500,104940.000000,104940.000000,104340.000000,104350.000000,7093.000000
RIZ8 [SPBFUT],5,20180824,111000,104360.000000,104460.000000,103950.000000,104430.000000,11989.000000
RIZ8 [SPBFUT],5,20180824,111500,104420.000000,104750.000000,104370.000000,104600.000000,8684.000000
RIZ8 [SPBFUT],5,20180824,112000,104590.000000,104670.000000,104470.000000,104570.000000,2353.000000
RIZ8 [SPBFUT],5,20180824,112500,104570.000000,104680.000000,104470.000000,104510.000000,2021.000000
RIZ8 [SPBFUT],5,20180824,113000,104500.000000,104570.000000,104090.000000,104220.000000,5847.000000
RIZ8 [SPBFUT],5,20180824,113500,104220.000000,104310.000000,104030.000000,104210.000000,4880.000000
RIZ8 [SPBFUT],5,20180824,114000,104210.000000,104390.000000,104190.000000,104370.000000,2454.000000
RIZ8 [SPBFUT],5,20180824,114500,104370.000000,104390.000000,104160.000000,104370.000000,2924.000000
RIZ8 [SPBFUT],5,20180824,115000,104380.000000,104500.000000,104260.000000,104440.000000,3020.000000
RIZ8 [SPBFUT],5,20180824,115500,104430.000000,104700.000000,104380.000000,104690.000000,3469.000000
RIZ8 [SPBFUT],5,20180824,120000,104700.000000,104770.000000,104530.000000,104610.000000,3566.000000
RIZ8 [SPBFUT],5,20180824,120500,104610.000000,104640.000000,104440.000000,104560.000000,2305.000000
RIZ8 [SPBFUT],5,20180824,121000,104540.000000,104690.000000,104360.000000,104400.000000,2780.000000
RIZ8 [SPBFUT],5,20180824,121500,104400.000000,104520.000000,104310.000000,104410.000000,1420.000000
RIZ8 [SPBFUT],5,20180824,122000,104400.000000,104580.000000,104270.000000,104480.000000,2398.000000
RIZ8 [SPBFUT],5,20180824,122500,104470.000000,104500.000000,104400.000000,104450.000000,816.000000
RIZ8 [SPBFUT],5,20180824,123000,104440.000000,104900.000000,104430.000000,104790.000000,4001.000000
RIZ8 [SPBFUT],5,20180824,123500,104800.000000,104860.000000,104570.000000,104570.000000,2664.000000
RIZ8 [SPBFUT],5,20180824,124000,104580.000000,104710.000000,104530.000000,104710.000000,2153.000000
RIZ8 [SPBFUT],5,20180824,124500,104690.000000,104860.000000,104620.000000,104680.000000,2498.000000
RIZ8 [SPBFUT],5,20180824,125000,104680.000000,104770.000000,104610.000000,104710.000000,1666.000000
RIZ8 [SPBFUT],5,20180824,125500,104700.000000,104720.000000,104480.000000,104590.000000,2453.000000
RIZ8 [SPBFUT],5,20180824,130000,104590.000000,104680.000000,104570.000000,104630.000000,1322.000000
RIZ8 [SPBFUT],5,20180824,130500,104630.000000,104880.000000,104620.000000,104810.000000,2623.000000
RIZ8 [SPBFUT],5,20180824,131000,104820.000000,105090.000000,104790.000000,105010.000000,6050.000000
RIZ8 [SPBFUT],5,20180824,131500,105020.000000,105080.000000,104970.000000,104980.000000,2016.000000
RIZ8 [SPBFUT],5,20180824,132000,105000.000000,105000.000000,104930.000000,105000.000000,1170.000000
RIZ8 [SPBFUT],5,20180824,132500,105000.000000,105130.000000,104900.000000,104930.000000,2790.000000
RIZ8 [SPBFUT],5,20180824,133000,104930.000000,105010.000000,104870.000000,104900.000000,1472.000000
RIZ8 [SPBFUT],5,20180824,133500,104910.000000,104990.000000,104890.000000,104920.000000,957.000000
RIZ8 [SPBFUT],5,20180824,134000,104930.000000,105090.000000,104870.000000,105040.000000,1666.000000
RIZ8 [SPBFUT],5,20180824,134500,105040.000000,105300.000000,104980.000000,105250.000000,4717.000000
RIZ8 [SPBFUT],5,20180824,135000,105260.000000,105400.000000,105240.000000,105330.000000,3302.000000
RIZ8 [SPBFUT],5,20180824,135500,105340.000000,105390.000000,105200.000000,105270.000000,2163.000000
RIZ8 [SPBFUT],5,20180824,140500,105260.000000,105320.000000,105210.000000,105220.000000,1269.000000
RIZ8 [SPBFUT],5,20180824,141000,105230.000000,105390.000000,105170.000000,105390.000000,1910.000000
RIZ8 [SPBFUT],5,20180824,141500,105380.000000,105610.000000,105360.000000,105370.000000,7889.000000
RIZ8 [SPBFUT],5,20180824,142000,105380.000000,105520.000000,105240.000000,105270.000000,2930.000000
RIZ8 [SPBFUT],5,20180824,142500,105270.000000,105560.000000,105240.000000,105500.000000,2854.000000
RIZ8 [SPBFUT],5,20180824,143000,105500.000000,105670.000000,105490.000000,105600.000000,3711.000000
RIZ8 [SPBFUT],5,20180824,143500,105610.000000,105650.000000,105530.000000,105540.000000,2955.000000
RIZ8 [SPBFUT],5,20180824,144000,105550.000000,105680.000000,105530.000000,105580.000000,2036.000000
RIZ8 [SPBFUT],5,20180824,144500,105600.000000,105830.000000,105530.000000,105720.000000,5443.000000
RIZ8 [SPBFUT],5,20180824,145000,105720.000000,105810.000000,105550.000000,105580.000000,4099.000000
RIZ8 [SPBFUT],5,20180824,145500,105590.000000,105660.000000,105450.000000,105520.000000,3265.000000
RIZ8 [SPBFUT],5,20180824,150000,105510.000000,105600.000000,105450.000000,105510.000000,2578.000000
RIZ8 [SPBFUT],5,20180824,150500,105500.000000,105620.000000,105370.000000,105420.000000,3311.000000
RIZ8 [SPBFUT],5,20180824,151000,105420.000000,105550.000000,105420.000000,105540.000000,1828.000000
RIZ8 [SPBFUT],5,20180824,151500,105530.000000,105690.000000,105480.000000,105550.000000,2073.000000
RIZ8 [SPBFUT],5,20180824,152000,105550.000000,105640.000000,105520.000000,105560.000000,2028.000000
RIZ8 [SPBFUT],5,20180824,152500,105560.000000,105610.000000,105520.000000,105540.000000,829.000000
RIZ8 [SPBFUT],5,20180824,153000,105550.000000,105730.000000,105550.000000,105660.000000,2029.000000
RIZ8 [SPBFUT],5,20180824,153500,105650.000000,105900.000000,105650.000000,105760.000000,3689.000000
RIZ8 [SPBFUT],5,20180824,154000,105760.000000,105780.000000,105640.000000,105750.000000,2483.000000
RIZ8 [SPBFUT],5,20180824,154500,105750.000000,105850.000000,105720.000000,105790.000000,1973.000000
RIZ8 [SPBFUT],5,20180824,155000,105790.000000,105820.000000,105210.000000,105310.000000,7794.000000
RIZ8 [SPBFUT],5,20180824,155500,105300.000000,105460.000000,105250.000000,105330.000000,3547.000000
RIZ8 [SPBFUT],5,20180824,160000,105320.000000,105490.000000,105310.000000,105440.000000,1852.000000
RIZ8 [SPBFUT],5,20180824,160500,105440.000000,105540.000000,105330.000000,105420.000000,3843.000000
RIZ8 [SPBFUT],5,20180824,161000,105410.000000,105620.000000,105380.000000,105490.000000,3619.000000
RIZ8 [SPBFUT],5,20180824,161500,105490.000000,105540.000000,105220.000000,105260.000000,3677.000000
RIZ8 [SPBFUT],5,20180824,162000,105270.000000,105540.000000,105240.000000,105490.000000,2720.000000
RIZ8 [SPBFUT],5,20180824,162500,105500.000000,105600.000000,105430.000000,105510.000000,2301.000000
