<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180824,163000,105510.000000,105820.000000,105420.000000,105660.000000,6745.000000
RIZ8 [SPBFUT],5,20180824,163500,105660.000000,106130.000000,105650.000000,105930.000000,8833.000000
RIZ8 [SPBFUT],5,20180824,164000,105940.000000,106000.000000,105830.000000,105880.000000,3465.000000
RIZ8 [SPBFUT],5,20180824,164500,105870.000000,106120.000000,105830.000000,106050.000000,4241.000000
RIZ8 [SPBFUT],5,20180824,165000,106050.000000,106290.000000,105970.000000,105980.000000,6745.000000
RIZ8 [SPBFUT],5,20180824,165500,105990.000000,106030.000000,105840.000000,105870.000000,2687.000000
RIZ8 [SPBFUT],5,20180824,170000,105870.000000,106270.000000,105740.000000,106230.000000,9957.000000
RIZ8 [SPBFUT],5,20180824,170500,106210.000000,106370.000000,106090.000000,106170.000000,10256.000000
RIZ8 [SPBFUT],5,20180824,171000,106180.000000,106240.000000,106100.000000,106190.000000,3322.000000
RIZ8 [SPBFUT],5,20180824,171500,106200.000000,106360.000000,106080.000000,106090.000000,4773.000000
RIZ8 [SPBFUT],5,20180824,172000,106100.000000,106270.000000,106030.000000,106120.000000,3463.000000
RIZ8 [SPBFUT],5,20180824,172500,106120.000000,106130.000000,105830.000000,105920.000000,3883.000000
RIZ8 [SPBFUT],5,20180824,173000,105920.000000,106180.000000,105900.000000,106060.000000,3656.000000
RIZ8 [SPBFUT],5,20180824,173500,106060.000000,106100.000000,105820.000000,105850.000000,3978.000000
RIZ8 [SPBFUT],5,20180824,174000,105860.000000,105960.000000,105750.000000,105860.000000,3778.000000
RIZ8 [SPBFUT],5,20180824,174500,105850.000000,106060.000000,105830.000000,106010.000000,2748.000000
RIZ8 [SPBFUT],5,20180824,175000,106010.000000,106340.000000,105980.000000,106230.000000,5370.000000
RIZ8 [SPBFUT],5,20180824,175500,106250.000000,106440.000000,106200.000000,106330.000000,5444.000000
RIZ8 [SPBFUT],5,20180824,180000,106330.000000,106500.000000,106310.000000,106500.000000,4412.000000
RIZ8 [SPBFUT],5,20180824,180500,106500.000000,106540.000000,106380.000000,106400.000000,3807.000000
RIZ8 [SPBFUT],5,20180824,181000,106400.000000,106650.000000,106390.000000,106610.000000,2935.000000
RIZ8 [SPBFUT],5,20180824,181500,106620.000000,106730.000000,106540.000000,106660.000000,3080.000000
RIZ8 [SPBFUT],5,20180824,182000,106660.000000,106850.000000,106660.000000,106710.000000,4484.000000
RIZ8 [SPBFUT],5,20180824,182500,106710.000000,106720.000000,106560.000000,106590.000000,2963.000000
RIZ8 [SPBFUT],5,20180824,183000,106610.000000,106640.000000,106530.000000,106540.000000,2191.000000
RIZ8 [SPBFUT],5,20180824,183500,106540.000000,106600.000000,106510.000000,106550.000000,2395.000000
RIZ8 [SPBFUT],5,20180824,184000,106550.000000,106780.000000,106480.000000,106710.000000,3657.000000
RIZ8 [SPBFUT],5,20180824,190000,106690.000000,106830.000000,106640.000000,106710.000000,2286.000000
RIZ8 [SPBFUT],5,20180824,190500,106730.000000,106750.000000,106570.000000,106650.000000,1385.000000
RIZ8 [SPBFUT],5,20180824,191000,106650.000000,106740.000000,106610.000000,106640.000000,816.000000
RIZ8 [SPBFUT],5,20180824,191500,106640.000000,106800.000000,106640.000000,106780.000000,883.000000
RIZ8 [SPBFUT],5,20180824,192000,106780.000000,106950.000000,106740.000000,106880.000000,3028.000000
RIZ8 [SPBFUT],5,20180824,192500,106880.000000,107190.000000,106780.000000,107020.000000,3716.000000
RIZ8 [SPBFUT],5,20180824,193000,107000.000000,107240.000000,106980.000000,107090.000000,3180.000000
RIZ8 [SPBFUT],5,20180824,193500,107100.000000,107110.000000,106850.000000,106870.000000,2123.000000
RIZ8 [SPBFUT],5,20180824,194000,106870.000000,106890.000000,106760.000000,106860.000000,1722.000000
RIZ8 [SPBFUT],5,20180824,194500,106850.000000,106980.000000,106840.000000,106950.000000,1217.000000
RIZ8 [SPBFUT],5,20180824,195000,106950.000000,107140.000000,106930.000000,106940.000000,1914.000000
RIZ8 [SPBFUT],5,20180824,195500,106940.000000,106990.000000,106810.000000,106880.000000,1170.000000
RIZ8 [SPBFUT],5,20180824,200000,106900.000000,106940.000000,106860.000000,106900.000000,534.000000
RIZ8 [SPBFUT],5,20180824,200500,106890.000000,106960.000000,106790.000000,106820.000000,1014.000000
RIZ8 [SPBFUT],5,20180824,201000,106820.000000,106830.000000,106710.000000,106740.000000,1181.000000
RIZ8 [SPBFUT],5,20180824,201500,106760.000000,106870.000000,106750.000000,106810.000000,680.000000
RIZ8 [SPBFUT],5,20180824,202000,106800.000000,106870.000000,106780.000000,106850.000000,931.000000
RIZ8 [SPBFUT],5,20180824,202500,106840.000000,106900.000000,106800.000000,106810.000000,540.000000
RIZ8 [SPBFUT],5,20180824,203000,106810.000000,106830.000000,106670.000000,106700.000000,929.000000
RIZ8 [SPBFUT],5,20180824,203500,106700.000000,106720.000000,106530.000000,106530.000000,1660.000000
RIZ8 [SPBFUT],5,20180824,204000,106550.000000,106600.000000,106450.000000,106550.000000,2178.000000
RIZ8 [SPBFUT],5,20180824,204500,106550.000000,106680.000000,106480.000000,106640.000000,1419.000000
RIZ8 [SPBFUT],5,20180824,205000,106640.000000,106680.000000,106600.000000,106660.000000,802.000000
RIZ8 [SPBFUT],5,20180824,205500,106670.000000,106730.000000,106640.000000,106710.000000,697.000000
RIZ8 [SPBFUT],5,20180824,210000,106710.000000,106770.000000,106650.000000,106680.000000,1148.000000
RIZ8 [SPBFUT],5,20180824,210500,106690.000000,106810.000000,106670.000000,106800.000000,537.000000
RIZ8 [SPBFUT],5,20180824,211000,106810.000000,106840.000000,106740.000000,106780.000000,518.000000
RIZ8 [SPBFUT],5,20180824,211500,106770.000000,106880.000000,106750.000000,106850.000000,809.000000
RIZ8 [SPBFUT],5,20180824,212000,106830.000000,106890.000000,106820.000000,106850.000000,540.000000
RIZ8 [SPBFUT],5,20180824,212500,106830.000000,106900.000000,106830.000000,106900.000000,1520.000000
RIZ8 [SPBFUT],5,20180824,213000,106900.000000,106900.000000,106850.000000,106890.000000,1138.000000
RIZ8 [SPBFUT],5,20180824,213500,106880.000000,106900.000000,106840.000000,106890.000000,795.000000
RIZ8 [SPBFUT],5,20180824,214000,106880.000000,106900.000000,106880.000000,106900.000000,284.000000
RIZ8 [SPBFUT],5,20180824,214500,106890.000000,106900.000000,106870.000000,106870.000000,629.000000
RIZ8 [SPBFUT],5,20180824,215000,106860.000000,106890.000000,106830.000000,106850.000000,693.000000
RIZ8 [SPBFUT],5,20180824,215500,106840.000000,106870.000000,106840.000000,106860.000000,167.000000
RIZ8 [SPBFUT],5,20180824,220000,106850.000000,106900.000000,106830.000000,106890.000000,804.000000
RIZ8 [SPBFUT],5,20180824,220500,106880.000000,106900.000000,106760.000000,106790.000000,1012.000000
RIZ8 [SPBFUT],5,20180824,221000,106790.000000,106900.000000,106760.000000,106890.000000,731.000000
RIZ8 [SPBFUT],5,20180824,221500,106880.000000,107070.000000,106870.000000,107070.000000,3217.000000
RIZ8 [SPBFUT],5,20180824,222000,107050.000000,107060.000000,106980.000000,107000.000000,568.000000
RIZ8 [SPBFUT],5,20180824,222500,106990.000000,107020.000000,106920.000000,107010.000000,1041.000000
RIZ8 [SPBFUT],5,20180824,223000,107020.000000,107160.000000,106970.000000,107110.000000,889.000000
RIZ8 [SPBFUT],5,20180824,223500,107120.000000,107160.000000,107050.000000,107130.000000,579.000000
RIZ8 [SPBFUT],5,20180824,224000,107110.000000,107180.000000,107090.000000,107150.000000,521.000000
RIZ8 [SPBFUT],5,20180824,224500,107150.000000,107150.000000,107080.000000,107120.000000,419.000000
RIZ8 [SPBFUT],5,20180824,225000,107120.000000,107200.000000,107090.000000,107150.000000,901.000000
RIZ8 [SPBFUT],5,20180824,225500,107160.000000,107180.000000,107050.000000,107150.000000,1337.000000
RIZ8 [SPBFUT],5,20180824,230000,107150.000000,107190.000000,107070.000000,107180.000000,1308.000000
RIZ8 [SPBFUT],5,20180824,230500,107170.000000,107170.000000,107120.000000,107140.000000,308.000000
RIZ8 [SPBFUT],5,20180824,231000,107130.000000,107140.000000,107080.000000,107080.000000,458.000000
RIZ8 [SPBFUT],5,20180824,231500,107090.000000,107100.000000,107040.000000,107070.000000,487.000000
RIZ8 [SPBFUT],5,20180824,232000,107060.000000,107080.000000,107040.000000,107050.000000,279.000000
RIZ8 [SPBFUT],5,20180824,232500,107070.000000,107100.000000,107050.000000,107070.000000,357.000000
RIZ8 [SPBFUT],5,20180824,233000,107060.000000,107060.000000,106940.000000,106970.000000,1349.000000
RIZ8 [SPBFUT],5,20180824,233500,106970.000000,107050.000000,106970.000000,107020.000000,1016.000000
RIZ8 [SPBFUT],5,20180824,234000,107020.000000,107060.000000,106990.000000,107030.000000,549.000000
RIZ8 [SPBFUT],5,20180824,234500,107020.000000,107190.000000,107010.000000,107190.000000,1008.000000
RIZ8 [SPBFUT],5,20180827,100000,107060.000000,107190.000000,106550.000000,106900.000000,11670.000000
RIZ8 [SPBFUT],5,20180827,100500,106910.000000,107350.000000,106890.000000,107330.000000,9209.000000
RIZ8 [SPBFUT],5,20180827,101000,107330.000000,107390.000000,107160.000000,107240.000000,6250.000000
RIZ8 [SPBFUT],5,20180827,101500,107230.000000,107370.000000,107160.000000,107170.000000,4279.000000
RIZ8 [SPBFUT],5,20180827,102000,107170.000000,107430.000000,107110.000000,107270.000000,5558.000000
RIZ8 [SPBFUT],5,20180827,102500,107270.000000,107500.000000,107250.000000,107310.000000,5002.000000
RIZ8 [SPBFUT],5,20180827,103000,107310.000000,107330.000000,107160.000000,107210.000000,2863.000000
RIZ8 [SPBFUT],5,20180827,103500,107210.000000,107300.000000,107160.000000,107270.000000,1905.000000
RIZ8 [SPBFUT],5,20180827,104000,107270.000000,107410.000000,107200.000000,107240.000000,2743.000000
RIZ8 [SPBFUT],5,20180827,104500,107250.000000,107350.000000,107140.000000,107260.000000,1890.000000
RIZ8 [SPBFUT],5,20180827,105000,107270.000000,107330.000000,107180.000000,107250.000000,1543.000000
RIZ8 [SPBFUT],5,20180827,105500,107240.000000,107290.000000,107160.000000,107270.000000,863.000000
RIZ8 [SPBFUT],5,20180827,110000,107280.000000,107410.000000,107240.000000,107380.000000,2458.000000
RIZ8 [SPBFUT],5,20180827,110500,107400.000000,107560.000000,107330.000000,107410.000000,4544.000000
RIZ8 [SPBFUT],5,20180827,111000,107410.000000,107600.000000,107350.000000,107530.000000,4464.000000
RIZ8 [SPBFUT],5,20180827,111500,107530.000000,107570.000000,107450.000000,107520.000000,2182.000000
RIZ8 [SPBFUT],5,20180827,112000,107520.000000,107630.000000,107480.000000,107490.000000,2638.000000
RIZ8 [SPBFUT],5,20180827,112500,107490.000000,107530.000000,107440.000000,107460.000000,2490.000000
RIZ8 [SPBFUT],5,20180827,113000,107470.000000,107480.000000,107360.000000,107380.000000,3058.000000
RIZ8 [SPBFUT],5,20180827,113500,107380.000000,107500.000000,107370.000000,107440.000000,1263.000000
RIZ8 [SPBFUT],5,20180827,114000,107440.000000,107570.000000,107390.000000,107550.000000,1592.000000
RIZ8 [SPBFUT],5,20180827,114500,107550.000000,107570.000000,107480.000000,107490.000000,1277.000000
RIZ8 [SPBFUT],5,20180827,115000,107490.000000,107690.000000,107440.000000,107630.000000,3964.000000
RIZ8 [SPBFUT],5,20180827,115500,107620.000000,107630.000000,107520.000000,107550.000000,1413.000000
RIZ8 [SPBFUT],5,20180827,120000,107570.000000,107590.000000,107170.000000,107220.000000,6703.000000
RIZ8 [SPBFUT],5,20180827,120500,107220.000000,107400.000000,107150.000000,107300.000000,6052.000000
RIZ8 [SPBFUT],5,20180827,121000,107300.000000,107400.000000,107270.000000,107360.000000,1096.000000
RIZ8 [SPBFUT],5,20180827,121500,107350.000000,107480.000000,107330.000000,107480.000000,2008.000000
RIZ8 [SPBFUT],5,20180827,122000,107480.000000,107490.000000,107370.000000,107420.000000,1651.000000
RIZ8 [SPBFUT],5,20180827,122500,107420.000000,107500.000000,107400.000000,107450.000000,2347.000000
RIZ8 [SPBFUT],5,20180827,123000,107450.000000,107490.000000,107400.000000,107460.000000,2002.000000
RIZ8 [SPBFUT],5,20180827,123500,107450.000000,107480.000000,107310.000000,107410.000000,2792.000000
RIZ8 [SPBFUT],5,20180827,124000,107420.000000,107520.000000,107390.000000,107400.000000,2204.000000
RIZ8 [SPBFUT],5,20180827,124500,107400.000000,107580.000000,107400.000000,107560.000000,1758.000000
RIZ8 [SPBFUT],5,20180827,125000,107560.000000,107570.000000,107500.000000,107530.000000,1599.000000
RIZ8 [SPBFUT],5,20180827,125500,107540.000000,107600.000000,107500.000000,107560.000000,1220.000000
RIZ8 [SPBFUT],5,20180827,130000,107560.000000,107650.000000,107440.000000,107470.000000,2237.000000
RIZ8 [SPBFUT],5,20180827,130500,107470.000000,107570.000000,107450.000000,107480.000000,1093.000000
RIZ8 [SPBFUT],5,20180827,131000,107470.000000,107540.000000,107420.000000,107500.000000,1291.000000
RIZ8 [SPBFUT],5,20180827,131500,107500.000000,107550.000000,107500.000000,107510.000000,1083.000000
RIZ8 [SPBFUT],5,20180827,132000,107510.000000,107540.000000,107460.000000,107490.000000,1129.000000
RIZ8 [SPBFUT],5,20180827,132500,107500.000000,107510.000000,107450.000000,107470.000000,1632.000000
RIZ8 [SPBFUT],5,20180827,133000,107460.000000,107480.000000,107400.000000,107450.000000,1056.000000
RIZ8 [SPBFUT],5,20180827,133500,107460.000000,107460.000000,107330.000000,107330.000000,1622.000000
RIZ8 [SPBFUT],5,20180827,134000,107330.000000,107420.000000,107320.000000,107410.000000,1527.000000
RIZ8 [SPBFUT],5,20180827,134500,107420.000000,107440.000000,107370.000000,107390.000000,759.000000
RIZ8 [SPBFUT],5,20180827,135000,107380.000000,107420.000000,107330.000000,107400.000000,875.000000
RIZ8 [SPBFUT],5,20180827,135500,107390.000000,107400.000000,107320.000000,107360.000000,662.000000
RIZ8 [SPBFUT],5,20180827,140500,107380.000000,107510.000000,107360.000000,107510.000000,3598.000000
RIZ8 [SPBFUT],5,20180827,141000,107500.000000,107530.000000,107420.000000,107460.000000,1184.000000
RIZ8 [SPBFUT],5,20180827,141500,107460.000000,107520.000000,107370.000000,107370.000000,1362.000000
RIZ8 [SPBFUT],5,20180827,142000,107370.000000,107450.000000,107340.000000,107450.000000,1018.000000
RIZ8 [SPBFUT],5,20180827,142500,107440.000000,107450.000000,107380.000000,107450.000000,505.000000
RIZ8 [SPBFUT],5,20180827,143000,107440.000000,107500.000000,107410.000000,107490.000000,768.000000
RIZ8 [SPBFUT],5,20180827,143500,107490.000000,107640.000000,107470.000000,107600.000000,2024.000000
RIZ8 [SPBFUT],5,20180827,144000,107600.000000,107860.000000,107600.000000,107760.000000,5276.000000
RIZ8 [SPBFUT],5,20180827,144500,107760.000000,107880.000000,107750.000000,107790.000000,2936.000000
RIZ8 [SPBFUT],5,20180827,145000,107780.000000,107880.000000,107770.000000,107770.000000,1780.000000
RIZ8 [SPBFUT],5,20180827,145500,107770.000000,107960.000000,107770.000000,107860.000000,2899.000000
RIZ8 [SPBFUT],5,20180827,150000,107860.000000,107980.000000,107810.000000,107960.000000,1691.000000
RIZ8 [SPBFUT],5,20180827,150500,107960.000000,107970.000000,107770.000000,107790.000000,3059.000000
RIZ8 [SPBFUT],5,20180827,151000,107780.000000,107820.000000,107640.000000,107800.000000,3326.000000
RIZ8 [SPBFUT],5,20180827,151500,107800.000000,107960.000000,107740.000000,107940.000000,2328.000000
RIZ8 [SPBFUT],5,20180827,152000,107950.000000,108040.000000,107810.000000,107990.000000,4504.000000
RIZ8 [SPBFUT],5,20180827,152500,107970.000000,108140.000000,107940.000000,108050.000000,4667.000000
RIZ8 [SPBFUT],5,20180827,153000,108050.000000,108280.000000,108040.000000,108210.000000,6099.000000
RIZ8 [SPBFUT],5,20180827,153500,108210.000000,108280.000000,108110.000000,108140.000000,2631.000000
RIZ8 [SPBFUT],5,20180827,154000,108130.000000,108180.000000,108110.000000,108120.000000,873.000000
RIZ8 [SPBFUT],5,20180827,154500,108120.000000,108140.000000,108060.000000,108080.000000,1846.000000
RIZ8 [SPBFUT],5,20180827,155000,108080.000000,108110.000000,108040.000000,108050.000000,1172.000000
RIZ8 [SPBFUT],5,20180827,155500,108040.000000,108080.000000,108040.000000,108060.000000,1130.000000
RIZ8 [SPBFUT],5,20180827,160000,108060.000000,108080.000000,107970.000000,108060.000000,2536.000000
RIZ8 [SPBFUT],5,20180827,160500,108070.000000,108080.000000,107960.000000,108030.000000,1652.000000
RIZ8 [SPBFUT],5,20180827,161000,108020.000000,108100.000000,108010.000000,108040.000000,1504.000000
RIZ8 [SPBFUT],5,20180827,161500,108040.000000,108130.000000,108020.000000,108070.000000,1372.000000
RIZ8 [SPBFUT],5,20180827,162000,108080.000000,108160.000000,108040.000000,108130.000000,827.000000
RIZ8 [SPBFUT],5,20180827,162500,108130.000000,108190.000000,108060.000000,108060.000000,1467.000000
RIZ8 [SPBFUT],5,20180827,163000,108060.000000,108250.000000,108040.000000,108140.000000,3325.000000
RIZ8 [SPBFUT],5,20180827,163500,108150.000000,108220.000000,108050.000000,108160.000000,2717.000000
RIZ8 [SPBFUT],5,20180827,164000,108150.000000,108170.000000,108040.000000,108110.000000,2020.000000
RIZ8 [SPBFUT],5,20180827,164500,108100.000000,108220.000000,108070.000000,108130.000000,3098.000000
RIZ8 [SPBFUT],5,20180827,165000,108140.000000,108150.000000,107750.000000,107920.000000,7522.000000
RIZ8 [SPBFUT],5,20180827,165500,107920.000000,108190.000000,107860.000000,108150.000000,3895.000000
RIZ8 [SPBFUT],5,20180827,170000,108140.000000,108170.000000,108020.000000,108070.000000,2590.000000
RIZ8 [SPBFUT],5,20180827,170500,108080.000000,108310.000000,108080.000000,108210.000000,6623.000000
RIZ8 [SPBFUT],5,20180827,171000,108200.000000,108310.000000,108200.000000,108230.000000,2981.000000
RIZ8 [SPBFUT],5,20180827,171500,108240.000000,108350.000000,108180.000000,108330.000000,2835.000000
RIZ8 [SPBFUT],5,20180827,172000,108330.000000,108360.000000,108240.000000,108330.000000,3906.000000
RIZ8 [SPBFUT],5,20180827,172500,108340.000000,108420.000000,108290.000000,108370.000000,3194.000000
RIZ8 [SPBFUT],5,20180827,173000,108360.000000,108370.000000,108180.000000,108200.000000,2614.000000
RIZ8 [SPBFUT],5,20180827,173500,108210.000000,108230.000000,108120.000000,108180.000000,2710.000000
RIZ8 [SPBFUT],5,20180827,174000,108190.000000,108240.000000,108150.000000,108200.000000,1481.000000
RIZ8 [SPBFUT],5,20180827,174500,108200.000000,108320.000000,108190.000000,108240.000000,3028.000000
RIZ8 [SPBFUT],5,20180827,175000,108250.000000,108400.000000,108240.000000,108390.000000,2195.000000
RIZ8 [SPBFUT],5,20180827,175500,108390.000000,108440.000000,108280.000000,108390.000000,2312.000000
RIZ8 [SPBFUT],5,20180827,180000,108400.000000,108480.000000,108380.000000,108410.000000,2755.000000
RIZ8 [SPBFUT],5,20180827,180500,108420.000000,108500.000000,108330.000000,108460.000000,2404.000000
RIZ8 [SPBFUT],5,20180827,181000,108470.000000,108540.000000,108310.000000,108380.000000,3288.000000
RIZ8 [SPBFUT],5,20180827,181500,108370.000000,108550.000000,108360.000000,108460.000000,3790.000000
RIZ8 [SPBFUT],5,20180827,182000,108480.000000,108550.000000,108450.000000,108480.000000,3610.000000
RIZ8 [SPBFUT],5,20180827,182500,108470.000000,108500.000000,108400.000000,108420.000000,2105.000000
RIZ8 [SPBFUT],5,20180827,183000,108430.000000,108520.000000,108410.000000,108460.000000,3059.000000
RIZ8 [SPBFUT],5,20180827,183500,108470.000000,108480.000000,108280.000000,108290.000000,3331.000000
RIZ8 [SPBFUT],5,20180827,184000,108300.000000,108320.000000,108230.000000,108270.000000,3198.000000
RIZ8 [SPBFUT],5,20180827,190000,108360.000000,108390.000000,108240.000000,108260.000000,1845.000000
RIZ8 [SPBFUT],5,20180827,190500,108260.000000,108330.000000,108230.000000,108320.000000,932.000000
RIZ8 [SPBFUT],5,20180827,191000,108320.000000,108380.000000,108300.000000,108350.000000,549.000000
RIZ8 [SPBFUT],5,20180827,191500,108360.000000,108370.000000,108280.000000,108290.000000,446.000000
RIZ8 [SPBFUT],5,20180827,192000,108290.000000,108410.000000,108280.000000,108360.000000,630.000000
RIZ8 [SPBFUT],5,20180827,192500,108370.000000,108410.000000,108310.000000,108330.000000,992.000000
RIZ8 [SPBFUT],5,20180827,193000,108340.000000,108380.000000,108270.000000,108290.000000,1765.000000
RIZ8 [SPBFUT],5,20180827,193500,108290.000000,108430.000000,108280.000000,108400.000000,945.000000
RIZ8 [SPBFUT],5,20180827,194000,108410.000000,108430.000000,108340.000000,108380.000000,795.000000
RIZ8 [SPBFUT],5,20180827,194500,108380.000000,108430.000000,108360.000000,108370.000000,798.000000
RIZ8 [SPBFUT],5,20180827,195000,108370.000000,108420.000000,108350.000000,108380.000000,749.000000
RIZ8 [SPBFUT],5,20180827,195500,108380.000000,108480.000000,108360.000000,108450.000000,1143.000000
RIZ8 [SPBFUT],5,20180827,200000,108450.000000,108490.000000,108400.000000,108410.000000,614.000000
RIZ8 [SPBFUT],5,20180827,200500,108420.000000,108440.000000,108390.000000,108400.000000,932.000000
RIZ8 [SPBFUT],5,20180827,201000,108410.000000,108440.000000,108320.000000,108370.000000,1216.000000
RIZ8 [SPBFUT],5,20180827,201500,108350.000000,108400.000000,108350.000000,108370.000000,304.000000
RIZ8 [SPBFUT],5,20180827,202000,108370.000000,108380.000000,108330.000000,108370.000000,353.000000
RIZ8 [SPBFUT],5,20180827,202500,108370.000000,108380.000000,108120.000000,108160.000000,2701.000000
RIZ8 [SPBFUT],5,20180827,203000,108150.000000,108280.000000,108080.000000,108130.000000,3608.000000
RIZ8 [SPBFUT],5,20180827,203500,108130.000000,108130.000000,107850.000000,107950.000000,3984.000000
RIZ8 [SPBFUT],5,20180827,204000,107940.000000,107960.000000,107760.000000,107900.000000,3772.000000
RIZ8 [SPBFUT],5,20180827,204500,107880.000000,108010.000000,107860.000000,107990.000000,2045.000000
RIZ8 [SPBFUT],5,20180827,205000,107990.000000,108020.000000,107820.000000,107950.000000,2526.000000
RIZ8 [SPBFUT],5,20180827,205500,107950.000000,107970.000000,107840.000000,107860.000000,1786.000000
RIZ8 [SPBFUT],5,20180827,210000,107850.000000,107880.000000,107720.000000,107810.000000,2161.000000
RIZ8 [SPBFUT],5,20180827,210500,107810.000000,107880.000000,107720.000000,107880.000000,1528.000000
RIZ8 [SPBFUT],5,20180827,211000,107870.000000,107870.000000,107720.000000,107800.000000,844.000000
RIZ8 [SPBFUT],5,20180827,211500,107800.000000,107860.000000,107770.000000,107860.000000,562.000000
RIZ8 [SPBFUT],5,20180827,212000,107860.000000,107870.000000,107800.000000,107820.000000,262.000000
RIZ8 [SPBFUT],5,20180827,212500,107810.000000,107980.000000,107800.000000,107980.000000,1518.000000
RIZ8 [SPBFUT],5,20180827,213000,107960.000000,108010.000000,107920.000000,107920.000000,999.000000
RIZ8 [SPBFUT],5,20180827,213500,107930.000000,108050.000000,107900.000000,108000.000000,1209.000000
RIZ8 [SPBFUT],5,20180827,214000,107980.000000,108030.000000,107960.000000,107980.000000,671.000000
RIZ8 [SPBFUT],5,20180827,214500,107980.000000,108050.000000,107970.000000,108020.000000,431.000000
RIZ8 [SPBFUT],5,20180827,215000,108020.000000,108040.000000,107910.000000,107950.000000,842.000000
RIZ8 [SPBFUT],5,20180827,215500,107940.000000,107960.000000,107930.000000,107940.000000,686.000000
RIZ8 [SPBFUT],5,20180827,220000,107950.000000,107950.000000,107880.000000,107910.000000,459.000000
RIZ8 [SPBFUT],5,20180827,220500,107900.000000,107930.000000,107860.000000,107860.000000,379.000000
RIZ8 [SPBFUT],5,20180827,221000,107860.000000,107930.000000,107860.000000,107880.000000,471.000000
RIZ8 [SPBFUT],5,20180827,221500,107860.000000,107900.000000,107800.000000,107890.000000,1001.000000
RIZ8 [SPBFUT],5,20180827,222000,107880.000000,107980.000000,107880.000000,107940.000000,581.000000
RIZ8 [SPBFUT],5,20180827,222500,107920.000000,107960.000000,107910.000000,107910.000000,181.000000
RIZ8 [SPBFUT],5,20180827,223000,107900.000000,107960.000000,107880.000000,107940.000000,523.000000
RIZ8 [SPBFUT],5,20180827,223500,107940.000000,107950.000000,107850.000000,107890.000000,369.000000
RIZ8 [SPBFUT],5,20180827,224000,107880.000000,107980.000000,107870.000000,107950.000000,326.000000
RIZ8 [SPBFUT],5,20180827,224500,107950.000000,107950.000000,107880.000000,107880.000000,249.000000
RIZ8 [SPBFUT],5,20180827,225000,107880.000000,107940.000000,107830.000000,107930.000000,926.000000
RIZ8 [SPBFUT],5,20180827,225500,107940.000000,108140.000000,107920.000000,108070.000000,1648.000000
RIZ8 [SPBFUT],5,20180827,230000,108060.000000,108080.000000,107950.000000,107960.000000,514.000000
RIZ8 [SPBFUT],5,20180827,230500,107960.000000,108050.000000,107960.000000,108040.000000,378.000000
RIZ8 [SPBFUT],5,20180827,231000,108030.000000,108100.000000,108000.000000,108100.000000,518.000000
RIZ8 [SPBFUT],5,20180827,231500,108100.000000,108100.000000,108000.000000,108070.000000,512.000000
RIZ8 [SPBFUT],5,20180827,232000,108060.000000,108070.000000,108020.000000,108040.000000,158.000000
RIZ8 [SPBFUT],5,20180827,232500,108050.000000,108100.000000,108040.000000,108080.000000,233.000000
RIZ8 [SPBFUT],5,20180827,233000,108080.000000,108100.000000,108000.000000,108010.000000,336.000000
RIZ8 [SPBFUT],5,20180827,233500,108010.000000,108050.000000,107950.000000,107960.000000,340.000000
RIZ8 [SPBFUT],5,20180827,234000,107970.000000,107970.000000,107900.000000,107930.000000,425.000000
RIZ8 [SPBFUT],5,20180827,234500,107930.000000,107980.000000,107880.000000,107980.000000,956.000000
